0	-433.308	-1149.29
23.089329982994	-423.916	-1145.79
25.197138893715	-418.918	-1146.29
29.923558887993	-395.919	-1148.57
32.867181574407	-387.299	-1149.43
35.878413693824	-386.823	-1149.48
38.425045884006	-385.945	-1149.56
39.539905670979	-371.859	-1150.96
41.042179898873	-354.399	-1152.7
49.512536152432	-337.396	-1154.38
52.181209821635	-319.494	-1156.16
54.073997043425	-318.209	-1156.29
55.452650232327	-314.651	-1156.64
58.011572877091	-306.463	-1157.46
60.332453520219	-303.657	-1157.73
61.50952591678	-288.193	-1159.27
62.595544760254	-1064.01	-287.651
63.638735070572	-1061.7	-295.57
64.886151997599	-1565.49	-445.23
66.094701233556	2892.35	-1854.39
68.065629125474	-1244.05	-431.224
71.428351512082	-1246.16	-422.581
78.363078429727	-347.69	266.854
79.98325575616	-357.793	261.63
147.47838738994	-354.973	263.254
183.493694239084	-357.791	285.551
220.844628144275	-357.781	286.814
222.538441422773	-347.751	283.745
228.834063526011	-347.854	283.526
231.096965753663	-342.453	275.729
242.998044629765	-335.5	274.787
511.729062926935	-334.764	267.931
513.601212686144	-336.976	274.997
534.835338876074	-320.696	234.654
557.478369833378	-330.236	230.168
606.515940535755	-322.19	228.579
791.962406072153	-322.33	228.381
797.389824119996	-311.945	227.336
802.958244264464	-309.993	225.76
807.216664918724	-303.315	207.638
809.983668117136	-303.741	206.206
811.12173652092	-302.912	206.811
812.505165730016	-269.74	116.774
818.256777574823	-273.791	122.183
819.40693810202	-274.656	118.399
821.869025315311	-278.863	119.223
822.966802641906	-247.947	118.999
824.885831078553	-265.012	144.856
836.441066903802	-264.185	145.986
2021.988416919767	-261.684	144.278
2023.899281918857	-254.558	136.939
2025.452847161906	-255.273	138.683
2027.298627468921	-258.546	160.651
2028.313640656697	-261.217	162.003
2038.963866629248	-257.01	148.493
2040.64441310409	-253.759	135.4
2043.393155104221	-256.103	116.003
2054.954855285561	-257.588	119.512
2056.099347629908	-275.47	122.72
2062.577159420482	-266.913	124.112
2066.773033227231	3497.15	-1868.97
2072.292602251608	-1244.69	-428.741
2075.234670698183	-1247.85	-432.89
2077.958479139121	-1246.63	-427.806
2080.664377558667	1397.93	-950.994
2085.583324036891	-907.963	1033.78
2093.933360525199	548.736	-892.422
2096.265653867032	-887.552	-395.424
2144.528628623995	-475.101	-439.283
2145.73863437245	1282.57	-1495.75
2146.775448786429	-1095.71	510.875
2149.591072053509	42.7305	32.642
2151.534288199248	53.3391	34.697
2154.946878886438	53.4422	33.6302
2156.392735479847	48.5756	30.0358
2158.153196664196	60.7139	37.0529
2159.315695401355	56.9873	35.7851
2161.665107791247	55.8821	26.2187
2163.549256075212	37.9364	15.6853
2171.150682641056	43.9506	14.2188
2173.199765414943	36.3282	-1.28208
2174.303270261639	41.7174	2.64859
2191.809457588291	70.6268	14.738
2192.909477435983	79.2133	15.6275
2202.440081126654	54.4184	6.5864
2204.229515324081	55.0352	6.29389
2205.390135500308	19.7094	-10.5975
2206.499868491523	21.5765	-13.8453
2212.097155206953	34.4014	-15.1122
2213.496485897998	30.2023	-29.0716
3311.88160741318	12.041	-40.0305
3347.291429996916	13.101	-39.3365
3348.766106853269	-16.6606	-34.281
3350.302364409806	-26.7411	-39.8391
