-300.155	436.26	1498.65	2421.86
-582.44	473.008	4971.71	8071.63
-1385.81	535.3	10223.6	10825.3
-1384.54	549.393	12310.5	13921.7
-1723.94	1451.58	20072.5	22951.3
-1714.08	1460.92	23880.6	33567.7
-1710.09	1453.79	36269.7	37279.3
-1699.83	1454.55	38756.9	40735.7
-1699.82	1439.6	43982.6	47030.3
-1679.09	1424.27	54006.5	55917
-2367.7	905.942	58663.3	61211.9
-2352.03	893.63	61556.7	62807.4
-2338.58	885.25	66732.1	72507.5
