192.935	1097.96	0	999.018
189.41	1097.64	1003.66	1045.08
-299.616	431.325	1498.65	2273.58
-302.532	434.637	2274.71	2385.84
-298.346	437.539	2390.2	2420.74
-299.522	441.194	2421.86	2617.53
-300.768	434.846	2619	3225.34
-310.201	436.647	3226.35	3292.54
-310.334	438.035	3293.86	3373.23
-307.326	431.659	3374.33	4226.11
-308.255	438.479	4227.11	4970.16
-587.37	473.019	4971.71	7691.54
-581.85	477.978	7692.71	7971.52
-581.344	474.441	7972.58	8070.63
-580.548	466.866	8071.63	8221.61
-582.171	474.875	8222.69	8362.55
-587.759	477.893	8939.48	10209.4
-1389.59	535.286	10223.6	10477.5
-1388.61	539.907	10479.2	10592.4
-1388.34	531.034	10593.7	10824.2
-1382.41	532.388	10825.3	11000.3
-1379.87	537.156	11002	12156.9
-1386.04	536.033	12159.1	12309.5
-1381.91	542.677	12310.5	12409.7
-1384.01	547.818	12411.2	13920.6
-1383.68	556.018	13921.7	14853.4
-1388.55	551.063	15309.8	18148
-1388.25	541.817	18149.1	18640.2
-1391.24	536.839	18641.8	18740.4
-1391.61	540.795	18741.6	19602
-1720.23	1449.22	20072.5	20828.1
-1729.23	1450.5	20831	21427.9
-1729.5	1450.93	21431.8	21487.1
-1721.45	1453	21518	22949.5
-1719.7	1455.7	22951.3	23538.4
-1725.17	1453.41	23539.5	23603.5
-1719.97	1449.65	23604.5	23879.6
-1717.88	1458.75	23880.6	24119.5
-1720.94	1465.64	24120.7	26650.6
-1714.34	1464.4	26651.6	26708.4
-1708.26	1466.48	26709.4	27756.9
-1712.56	1460.04	27757.9	28826.7
-1712.86	1463.09	28830.4	28863.7
-1709.23	1462.27	28864.8	29626
-1712.99	1456.39	29627	31119
-1717.91	1463.6	31122.4	31157.7
-1719.66	1461.04	31158.7	32222.7
-1714.38	1462.19	33177.4	33275.6
-1713.94	1456.58	33276.9	33566.6
-1710.64	1458.8	33567.7	33626.2
-1712.7	1459.08	33627.2	35753
-1708.17	1458.39	35754	36268.7
-1712.56	1452.39	36269.7	36553.5
-1711.15	1455.81	36557.5	36881.7
-1708.66	1448.16	36914.3	37235.8
-1704.88	1450.53	37236.8	37277
-1710.2	1456.73	37279.3	37736.2
-1711.54	1455	37737.3	38755.9
-1702.91	1456.91	38756.9	38928
-1699.76	1451.53	38929	39887.7
-1697.34	1448.43	39889.8	40045.2
-1699.88	1453.7	40046.2	40734.7
-1702.03	1459.56	40735.7	40887.1
-1697.04	1457.17	40889.6	41226.9
-1697	1449.79	41228.6	41862.2
-1696.84	1440.72	42906	43980.9
-1702.62	1436.82	43982.6	44598.9
-1703.33	1434.92	44600	44720.3
-1695.37	1435.95	44732.1	46987.1
-1700.55	1443.66	46988.1	47028.8
-1699.19	1443.41	47030.3	47796.5
-1698.79	1440.99	47797.5	48667.3
-1697.61	1444.96	48668.4	48792.8
-1688.33	1439.85	48793.9	49917.7
-1685.16	1440.95	49919.5	52066
-1689.26	1434.78	52068.4	52759.7
-1688.27	1424.36	52760.9	53807.9
-1692.99	1422.69	53808.9	53879.9
-1687.23	1421.03	53881.6	54004.6
-1679.38	1425.51	54006.5	55621.3
-1680.7	1423.35	55623.2	55697.3
-1675.15	1419.07	55699.3	55789.1
-1679.26	1419.71	55795.1	55916
-1681.09	1425.65	55917	57912.1
-1678.01	1427.64	57913.7	58662.1
-2370.32	913.655	58663.3	59508.3
-2367.08	905.145	59588.9	60723.6
-2366.34	902.603	60724.7	60780.1
-2371.97	902.664	60781.1	60855.2
-2370.23	901.453	60856.5	61174.9
-2373.86	904.643	61176	61210.9
-2366.82	908.164	61211.9	61398.1
-2360.75	903.006	61401.8	61521.9
-2356.92	896.712	61556.7	62316.1
-2353.66	891.771	62317.2	62805.5
-2349.85	889.045	62807.4	64193.8
-2348.93	888.163	64194.9	64245.4
-2348.69	894.776	64246.6	64610
-2349.2	895.066	64611	64657.1
-2347.56	893.14	65402.4	65786.2
-2347.06	896.439	65787.2	66327.9
-2350	894.501	66361.9	66728.7
-2344.77	888.266	66732.1	67792.6
-2339.12	883.054	67793.9	69585
-2334.53	879.883	69586	70439.5
-2338.6	887.197	70440.5	70472.7
-2342.35	888.966	70473.8	71930.3
-2338.89	888	71931.4	72506.5
-2334.19	881.422	72507.5	77972.1
-2333.93	879.718	77974.4	82508.5
-2333.63	887.736	82509.6	82615.1
-2338.87	884.391	82616.2	82801.4
-2342.88	883.29	82802.6	85190.7
-2348.81	880.799	85193.2	85626.1
-1934.28	347.969	86039.1	86086.9
