0	-214.684	367.768
22.08296943487	49.7497	15.6107
23.820079235545	44.3789	8.26165
24.934624495171	33.6585	-6.40751
27.360405062727	29.6679	-11.868
28.890358851188	3.11079	-48.2074
30.338697871239	-2.2113	-55.4899
32.042648990266	-5.3808	-59.8268
1242.064373217982	-11.1106	-67.6672
2004.665831116076	-16.3282	-74.8067
2083.820267559004	-35.1974	-100.626
2087.627695548966	-46.1918	-115.67
2088.839971743375	-117.078	-212.667
2163.74162897313	-124.886	-223.351
2213.580505825936	-128.975	-228.946
2224.120837744945	-133.092	-234.579
2225.288213515292	-135.228	-237.503
2226.46886997505	-139.468	-243.305
2227.668508781606	-146.427	-252.827
2228.860969700822	-177.293	-295.062
2230.274777121953	-181.453	-300.754
2231.477971532549	-182.703	-302.465
2241.876087617563	-183.179	-303.116
2282.873886610635	-194.05	-317.991
2284.829116519168	-194.192	-318.186
2298.813251513543	-198.913	-324.646
2299.866652520927	-213.742	-344.938
2303.85172709613	-219.33	-352.584
2312.956496657372	-229.8	-366.91
2388.001505995436	-232.497	-370.601
2389.23689617872	-243.228	-385.284
2390.288369380452	-244.834	-387.482
2391.317395366575	-253.453	-399.276
2397.197233214116	-257.181	-404.377
2399.315461278147	-260.322	-408.675
2400.451167546354	-261.14	-409.794
2416.414639051016	-281.276	-437.347
2419.970484336267	-295.416	-456.696
2421.14153245639	-295.837	-457.272
2422.700962494659	-297.752	-459.892
2423.886561303589	-302.772	-466.76
2427.687904313183	-320.275	-490.711
2430.159506371563	-326.68	-499.475
2462.719991235732	-451.053	371.051
2463.748555149092	-426.94	355.006
2465.705066525657	-443.141	365.092
2466.954768707745	-443.104	364.852
2468.105684992655	-448.067	370.908
2470.406717464121	-465.214	400.688
2471.632481569896	-449.412	409.518
2482.03059765491	-449.591	410.049
2484.84893521221	-452.98	412.283
2510.969477913013	-449.659	391.497
2513.590752132242	-448.987	397.493
2517.900407970102	3382.64	-1658.43
2519.506756370136	-695.337	1239.48
2520.537826980947	-699.652	1234.3
2522.242654209649	-706.849	1225.65
2523.713104958181	-708.902	1225.21
2524.920968776492	-704.99	1195.12
2526.037621369344	-718.664	1233.42
2578.333837083466	-703.967	1252.85
2579.355279640124	-710.347	1258.92
2581.646139923613	-697.994	1267.49
2582.96746087034	-700.026	1283.32
2586.321218668992	-711.68	1264.47
2587.336436488418	-694.955	1270.54
2588.986408229157	-697.864	1279.19
2722.45307535107	-709.697	1282.35
2725.612301591073	-703.845	1271.19
2727.3561861759	-703.285	1272.4
2729.632163568735	-708.793	1272.08
2766.484463373002	-708.457	1270.72
2777.97828781539	-703.75	1273.56
2779.38525900287	-702.985	1269.16
2811.464918126862	-710.019	1253.87
2812.719615982803	-701.385	1263.48
2813.763575797852	-692.857	1259.15
2815.269649568278	-691.52	1259.53
2817.683411384143	-692.61	1254.63
2819.452088796081	-689.698	1245.62
2822.867293618273	-725.306	1247.68
2824.977944116261	-720.647	1250.13
3090.633112453517	-727.979	1251.55
3294.298073906335	-732.221	1249.3
3295.394639059363	-696.743	1224.86
3298.228244499147	-699.114	1223.57
3351.566158208827	-718.983	1217.96
3357.032435102197	-698.198	1221.53
3364.009246307861	-698.329	1220.42
3365.526373292926	-696.741	1245.71
3366.544798786248	-696.659	1244.94
3369.182260433463	-711.206	1226.62
3380.236508661683	-707.626	1214.68
3381.389005167267	-704.806	1240.77
3393.406442453002	-712.471	1242.84
3397.071703174371	-721.675	1239.34
3398.667078731734	-722.872	1239.67
3428.013141798354	-748.944	1199.32
3429.389715107494	-743.073	1197.49
3430.559428736001	-743.864	1197.08
3431.795429353469	-743.079	1196.17
3443.854884953793	-740.742	1191.26
3444.93062000182	-733.127	1202.88
3446.05930740913	-729.175	1200.33
3448.944145076806	-725.318	1200.14
3452.934593308767	-724.059	1197.26
3454.916732448257	-722.448	1198.21
3455.96809389314	-712.577	1213.64
3491.929975660043	-716.078	1209.97
3505.09805657275	-717.219	1210.81
3506.135722938395	-717.443	1214.92
3507.434268659159	-718.038	1210.71
3520.541450013533	-713.621	1204.55
3580.152215690307	-713.859	1199.67
3597.215267446326	-725.781	1208.19
3600.712033280552	-728.001	1203.45
3679.388629362449	-713.632	1213.83
3682.309327011236	-712.84	1212.58
3685.337267208924	-748.697	1171.47
3689.94563203732	-741.232	1172.21
3691.306384966983	-780.036	1190.82
3694.984922009154	-780.178	1190.63
3699.527790478396	-779.392	1190.99
4032.111582871872	-786.989	1188.8
4033.513648056378	-787.357	1183.83
4050.680967005487	-806.426	1195.13
4063.804388242083	-818.95	1199.45
4065.114885517747	-818.764	1199.3
4355.290624113924	-813.651	1198.29
4356.59680520174	-794.83	1213.06
4357.652273710837	-796.672	1213.18
4358.793880434824	-766.961	1203.72
4360.364188722293	-744.119	1185.19
4362.006979794835	-739.011	1234.04
4367.395538997152	-742.8	1238.73
4369.03318571039	-753.386	1212.11
